block_id,name,category,subcategory,origin,function,archetype,implementation_tier,protocol_status,timing_status,cdc_status,numeric_status,core,source_file,testbench_file,static_validation,ghdl_analysis,functional_simulation
1449,transaction_controller_multi_channel,Control,State machines and sequencers,Generated family variant,"Coordinates ordered operations, state transitions, and exceptional paths. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/control/transaction_controller_multi_channel.vhd,tb/blocks/control/tb_transaction_controller_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1450,integer_divider_iterative,Integer Compute,Integer arithmetic,Generated family variant,Implements integer arithmetic with selectable latency and resource trade-offs. Architecture variant: **iterative**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/integer_compute/integer_divider_iterative.vhd,tb/blocks/integer_compute/tb_integer_divider_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1451,fixed_point_rescaler_iterative,Fixed-Point Compute,Fixed-point arithmetic,Generated family variant,Processes signed or unsigned fixed-point values with explicit scaling and rounding. Architecture variant: **iterative**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_datapath_core,rtl/blocks/fixed_point_compute/fixed_point_rescaler_iterative.vhd,tb/blocks/fixed_point_compute/tb_fixed_point_rescaler_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1452,floating_point_fma_iterative,Floating-Point Compute,Floating-point arithmetic,Generated family variant,Implements configurable floating-point operations and format conversion. Architecture variant: **iterative**.,datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,interface/behavior shell; IEEE-754 compliant core not claimed,bb_datapath_core,rtl/blocks/floating_point_compute/floating_point_fma_iterative.vhd,tb/blocks/floating_point_compute/tb_floating_point_fma_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1453,vector_compare_iterative,Vector Compute,SIMD and vector datapaths,Generated family variant,Applies the same operation across parallel lanes or reduces lane results. Architecture variant: **iterative**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/vector_compute/vector_compare_iterative.vhd,tb/blocks/vector_compute/tb_vector_compare_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1454,matrix_transpose_engine_sparse,Tensor Compute,Matrix and tensor operations,Generated family variant,"Accelerates matrix, tensor, and tiled multiply-accumulate workloads. Architecture variant: **sparse**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_vector_mac_core,rtl/blocks/tensor_compute/matrix_transpose_engine_sparse.vhd,tb/blocks/tensor_compute/tb_matrix_transpose_engine_sparse.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1455,reciprocal_approximator_iterative,Math Accelerators,Elementary and transcendental functions,Generated family variant,"Evaluates mathematical functions using iterative, table-based, or polynomial methods. Architecture variant: **iterative**.",datapath,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_datapath_core,rtl/blocks/math_accelerators/reciprocal_approximator_iterative.vhd,tb/blocks/math_accelerators/tb_reciprocal_approximator_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1456,crc_generator_iterative,Reductions and Checksums,"Reductions, CRC and hashing",Generated family variant,"Reduces streams or vectors into checksums, statistics, or summary values. Architecture variant: **iterative**.",crc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_crc32_core,rtl/blocks/reductions_and_checksums/crc_generator_iterative.vhd,tb/blocks/reductions_and_checksums/tb_crc_generator_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1457,polyphase_filter_iterative,DSP Filters,Digital filters,Generated family variant,Filters sample streams with selectable arithmetic precision and throughput. Architecture variant: **iterative**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_filters/polyphase_filter_iterative.vhd,tb/blocks/dsp_filters/tb_polyphase_filter_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1458,idct_engine_iterative,DSP Spectral,Spectral analysis and transforms,Generated family variant,Transforms or analyzes sampled data in frequency or multiresolution domains. Architecture variant: **iterative**.,stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_spectral/idct_engine_iterative.vhd,tb/blocks/dsp_spectral/tb_idct_engine_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1459,psk_demapper_iterative,DSP Modulation,Modulation and waveform generation,Generated family variant,"Generates, maps, mixes, or demodulates communication waveforms. Architecture variant: **iterative**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_stream_core,rtl/blocks/dsp_modulation/psk_demapper_iterative.vhd,tb/blocks/dsp_modulation/tb_psk_demapper_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1460,frequency_offset_estimator_multi_channel,DSP Synchronization,"Timing, carrier and clock recovery",Generated family variant,"Detects synchronization features and corrects timing, phase, frequency, or gain. Architecture variant: **multi channel**.",stream,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/dsp_synchronization/frequency_offset_estimator_multi_channel.vhd,tb/blocks/dsp_synchronization/tb_frequency_offset_estimator_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1461,multi_port_register_file_ecc_protected,Memory,"RAM, ROM and register storage",Generated family variant,"Provides parameterized on-chip storage, lookup, or associative matching. Architecture variant: **ecc protected**.",memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/memory/multi_port_register_file_ecc_protected.vhd,tb/blocks/memory/tb_multi_port_register_file_ecc_protected.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1462,command_queue_ecc_protected,Queues,"FIFO, queue and buffering structures",Generated family variant,Decouples producers and consumers while preserving data or packet ordering. Architecture variant: **ecc protected**.,sync_fifo,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_sync_fifo_core,rtl/blocks/queues/command_queue_ecc_protected.vhd,tb/blocks/queues/tb_command_queue_ecc_protected.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1463,victim_cache_ecc_protected,Cache and Translation,"Caches, TLBs and memory ordering",Generated family variant,Reduces memory latency or manages address translation and outstanding misses. Architecture variant: **ecc protected**.,memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/cache_and_translation/victim_cache_ecc_protected.vhd,tb/blocks/cache_and_translation/tb_victim_cache_ecc_protected.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1464,cyclic_dma_multi_channel,DMA and Memory Services,Data movement and maintenance,Generated family variant,Moves or maintains memory contents without continuous CPU intervention. Architecture variant: **multi channel**.,memory_service,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_memory_service_core,rtl/blocks/dma_and_memory_services/cyclic_dma_multi_channel.vhd,tb/blocks/dma_and_memory_services/tb_cyclic_dma_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1465,axi4_lite_slave_monitor,AMBA AXI Memory-Mapped,AXI4 and AXI4-Lite,Generated family variant,Connects memory-mapped initiators and targets using AXI-style channels. Architecture variant: **monitor**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/amba_axi_memory_mapped/axi4_lite_slave_monitor.vhd,tb/blocks/amba_axi_memory_mapped/tb_axi4_lite_slave_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1466,axi_stream_switch_monitor,AMBA AXI Stream,AXI4-Stream transport,Generated family variant,Transports ordered streaming data using ready/valid flow control. Architecture variant: **monitor**.,stream,A,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_stream_core,rtl/blocks/amba_axi_stream/axi_stream_switch_monitor.vhd,tb/blocks/amba_axi_stream/tb_axi_stream_switch_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1467,apb_bridge_monitor,AMBA Peripheral Buses,"APB, AHB and AHB-Lite",Generated family variant,Implements low-complexity or pipelined AMBA peripheral transactions. Architecture variant: **monitor**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/amba_peripheral_buses/apb_bridge_monitor.vhd,tb/blocks/amba_peripheral_buses/tb_apb_bridge_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1468,wishbone_arbiter_monitor,Wishbone and Avalon,Open and vendor-neutral bus fabrics,Generated family variant,Connects reusable IP through Wishbone- or Avalon-style interfaces. Architecture variant: **monitor**.,bus,B,subset_contract; run official or commercial protocol VIP before release,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/wishbone_and_avalon/wishbone_arbiter_monitor.vhd,tb/blocks/wishbone_and_avalon/tb_wishbone_arbiter_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1469,circuit_noc_router_multi_channel,Interconnect and NoC,"Routing, arbitration and switching",Generated family variant,"Routes transactions or packets among multiple initiators, targets, or tiles. Architecture variant: **multi channel**.",bus,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_bus_adapter_core,rtl/blocks/interconnect_and_noc/circuit_noc_router_multi_channel.vhd,tb/blocks/interconnect_and_noc/tb_circuit_noc_router_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1470,uart_packet_engine_monitor,UART SPI I2C,Low-speed serial protocols,Generated family variant,"Implements framing, timing, control, or bridging for common serial buses. Architecture variant: **monitor**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/uart_spi_i2c/uart_packet_engine_monitor.vhd,tb/blocks/uart_spi_i2c/tb_uart_packet_engine_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1471,can_error_confinement_multi_channel,CAN LIN RS485,Automotive and multidrop serial links,Generated family variant,Implements robust framed communication for automotive or multidrop networks. Architecture variant: **multi channel**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/can_lin_rs485/can_error_confinement_multi_channel.vhd,tb/blocks/can_lin_rs485/tb_can_error_confinement_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1472,ethernet_preamble_engine_iterative,Ethernet MAC,Ethernet media access,Generated family variant,Builds or parses Ethernet link-layer traffic and PHY-side interfaces. Architecture variant: **iterative**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/ethernet_mac/ethernet_preamble_engine_iterative.vhd,tb/blocks/ethernet_mac/tb_ethernet_preamble_engine_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1473,ipv4_checksum_unit_multi_channel,Network Packet Processing,"IPv4, IPv6, UDP and packet pipelines",Generated family variant,"Parses, classifies, generates, or controls packetized network traffic. Architecture variant: **multi channel**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/network_packet_processing/ipv4_checksum_unit_multi_channel.vhd,tb/blocks/network_packet_processing/tb_ipv4_checksum_unit_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1474,pcie_completion_tracker_monitor,PCI Express,PCIe endpoints and transaction services,Generated family variant,"Manages PCIe transaction-layer traffic, host-visible resources, and DMA. Architecture variant: **monitor**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/pci_express/pcie_completion_tracker_monitor.vhd,tb/blocks/pci_express/tb_pcie_completion_tracker_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1475,usb_endpoint_manager_multi_channel,USB,USB device and host functions,Generated family variant,"Implements USB packet, endpoint, transfer, or PHY adaptation functions. Architecture variant: **multi channel**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/usb/usb_endpoint_manager_multi_channel.vhd,tb/blocks/usb/tb_usb_endpoint_manager_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1476,comma_detector_multi_channel,SERDES and LVDS,High-speed serial and source-synchronous links,Generated family variant,"Serializes, aligns, trains, tests, or deskews high-speed physical links. Architecture variant: **multi channel**.",protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/serdes_and_lvds/comma_detector_multi_channel.vhd,tb/blocks/serdes_and_lvds/tb_comma_detector_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1477,clock_gate_multi_channel,Clock Reset CDC,"Clocking, reset and domain crossing",Generated family variant,Generates or supervises clocks and safely transfers state across clock domains. Architecture variant: **multi channel**.,cdc,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",recognized CDC structure with ASYNC_REG attributes; external CDC tool sign-off required,application-specific; reference model required,bb_cdc_sync_core,rtl/blocks/clock_reset_cdc/clock_gate_multi_channel.vhd,tb/blocks/clock_reset_cdc/tb_clock_gate_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1478,branch_predictor_multi_channel,CPU Frontend,"Fetch, prediction and decode",Generated family variant,"Fetches, predicts, queues, or decodes instructions for a processor pipeline. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_frontend/branch_predictor_multi_channel.vhd,tb/blocks/cpu_frontend/tb_branch_predictor_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1479,multiply_divide_unit_iterative,CPU Execution,Execution units and scheduling,Generated family variant,Schedules and executes processor operations while managing dependencies. Architecture variant: **iterative**.,control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_execution/multiply_divide_unit_iterative.vhd,tb/blocks/cpu_execution/tb_multiply_divide_unit_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1480,exception_controller_multi_channel,CPU Memory and Privilege,"Memory management, interrupts and privilege",Generated family variant,"Controls privilege, exceptions, protection, coherency, and memory access. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/cpu_memory_and_privilege/exception_controller_multi_channel.vhd,tb/blocks/cpu_memory_and_privilege/tb_exception_controller_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1481,pwm_peripheral_multi_channel,SoC Peripherals,General-purpose peripherals,Generated family variant,"Provides software-controlled timing, I/O, boot, and system-management functions. Architecture variant: **multi channel**.",pwm,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_pwm_core,rtl/blocks/soc_peripherals/pwm_peripheral_multi_channel.vhd,tb/blocks/soc_peripherals/tb_pwm_peripheral_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1482,triangle_setup_engine_iterative,GPU Geometry,Geometry and raster setup,Generated family variant,Processes geometry and prepares primitives or tiles for rasterization. Architecture variant: **iterative**.,control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/gpu_geometry/triangle_setup_engine_iterative.vhd,tb/blocks/gpu_geometry/tb_triangle_setup_engine_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1483,pixel_shader_datapath_multi_plane,GPU Pixel,"Raster, texture and pixel operations",Generated family variant,"Generates and processes fragments, pixels, depth, texture, and blend data. Architecture variant: **multi plane**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/gpu_pixel/pixel_shader_datapath_multi_plane.vhd,tb/blocks/gpu_pixel/tb_pixel_shader_datapath_multi_plane.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1484,video_sync_generator_multi_plane,Video Timing,Display timing and frame transport,Generated family variant,"Generates display timing, addresses pixels, and moves frame data. Architecture variant: **multi plane**.",video_timing,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_video_timing_core,rtl/blocks/video_timing/video_sync_generator_multi_plane.vhd,tb/blocks/video_timing/tb_video_sync_generator_multi_plane.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1485,grayscale_converter_multi_plane,Image Processing,Pixel and neighborhood operations,Generated family variant,Transforms colors or applies per-pixel and neighborhood image operations. Architecture variant: **multi plane**.,media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/image_processing/grayscale_converter_multi_plane.vhd,tb/blocks/image_processing/tb_grayscale_converter_multi_plane.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1486,black_level_correction_multi_plane,Camera and ISP,Camera capture and image signal processing,Generated family variant,Captures sensor data and performs early image-signal-processing stages. Architecture variant: **multi plane**.,protocol_shell,C,integration_shell_only; external compliant controller/PHY/VIP required,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_protocol_shell_core,rtl/blocks/camera_and_isp/black_level_correction_multi_plane.vhd,tb/blocks/camera_and_isp/tb_black_level_correction_multi_plane.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1487,tdm_receiver_monitor,Audio Interfaces,Digital audio transport,Generated family variant,"Transports, frames, clocks, or buffers digital audio samples. Architecture variant: **monitor**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/audio_interfaces/tdm_receiver_monitor.vhd,tb/blocks/audio_interfaces/tb_tdm_receiver_monitor.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1488,audio_compressor_iterative,Audio DSP,Audio processing and synthesis,Generated family variant,"Processes, mixes, controls dynamics, resamples, or synthesizes audio. Architecture variant: **iterative**.",media,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_media_pipe_core,rtl/blocks/audio_dsp/audio_compressor_iterative.vhd,tb/blocks/audio_dsp/tb_audio_compressor_iterative.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1489,pooling_engine_sparse,Machine Learning,Neural-network layers,Generated family variant,Accelerates common neural-network layer operations and post-processing. Architecture variant: **sparse**.,vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/machine_learning/pooling_engine_sparse.vhd,tb/blocks/machine_learning/tb_pooling_engine_sparse.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1490,attention_score_engine_sparse,Transformer Acceleration,Attention and sequence models,Generated family variant,"Accelerates attention, normalization, projection, and feed-forward stages. Architecture variant: **sparse**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/transformer_acceleration/attention_score_engine_sparse.vhd,tb/blocks/transformer_acceleration/tb_attention_score_engine_sparse.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1491,zero_point_adjuster_sparse,Quantization and Sparsity,Low-precision and sparse AI,Generated family variant,"Supports quantized arithmetic, sparse dataflow, and tensor layout conversion. Architecture variant: **sparse**.",vector,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,parameterized_integer/fixed-point reference behavior; quantify error against system model,bb_vector_mac_core,rtl/blocks/quantization_and_sparsity/zero_point_adjuster_sparse.vhd,tb/blocks/quantization_and_sparsity/tb_zero_point_adjuster_sparse.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1492,inverse_kinematics_engine_multi_channel,Robotics,"Motion, navigation and control",Generated family variant,"Computes feedback control, pose, trajectories, or actuator commands. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/robotics/inverse_kinematics_engine_multi_channel.vhd,tb/blocks/robotics/tb_inverse_kinematics_engine_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1493,field_oriented_control_multi_channel,Motor and Power Control,Motor drives and power electronics,Generated family variant,"Controls switching power stages, motor commutation, and closed-loop drives. Architecture variant: **multi channel**.",control,B,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,application-specific; reference model required,bb_control_core,rtl/blocks/motor_and_power_control/field_oriented_control_multi_channel.vhd,tb/blocks/motor_and_power_control/tb_field_oriented_control_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
1494,timestamp_unit_multi_channel,Sensors and DAQ,Acquisition and instrumentation,Generated family variant,"Captures, timestamps, measures, calibrates, or triggers on sensor signals. Architecture variant: **multi channel**.",counter,A,not_applicable_or_internal_contract,"requires synthesis, place-and-route, and constraints for the selected FPGA/clock",single_clock_default; integration CDC review required,bit-accurate integer behavior for implemented operation subset,bb_counter_core,rtl/blocks/sensors_and_daq/timestamp_unit_multi_channel.vhd,tb/blocks/sensors_and_daq/tb_timestamp_unit_multi_channel.vhd,PASS,NOT_RUN_IN_GENERATION_ENVIRONMENT,SELF_TEST_SUPPLIED_NOT_EXECUTED
